Email,Name,Gender,10th board,10th marks,12th board,12th marks,Stream,Cgpa,Internships(Y/N),Training(Y/N),Backlog in 5th sem,Innovative Project(Y/N),Communication level,Technical Course,Placement(Y/N)?,Required job role ,
chandan.v@example.org,Chandan Varma,Male,CBSE,95,Other state Board,67.4,Artificial Intelligence and Data Science,9.35,No,No,0,Yes,2,2,Placed,Data Analyst,
vishalgarg@example.org,Vishal Garg,Male,WBBSE,92,Other state Board,87.6,Artificial Intelligence And Machine Learning,8.58,Yes,No,1,Yes,4,4,Not Placed,AI Engineer,
gzaveri@example.net,Gauri Zaveri,Female,WBBSE,84.4,WBCHSE,84.4,Artificial Intelligence and Data Science,7.13,No,Yes,2,Yes,3,2,Not Placed,Data Analyst,
tanvi_aggarwal@example.com,Tanvi Aggarwal,Female,CBSE,86.6,CBSE,97,Computer Science ,8.91,No,No,0,Yes,2,3,Placed,Full Stack Developer,
ishaan.nair@example.net,Ishaan Nair,Male,CBSE,96.4,Other state Board,60.4,Information Technology,8.94,Yes,No,0,Yes,2,2,Placed,Cloud Engineer,
abhatt@example.net,Amara Bhatt,Female,ICSE,76.1,Other state Board,93.8,Artificial Intelligence And Machine Learning,8.99,Yes,Yes,0,Yes,3,2,Placed,AI Engineer,
nikhil.ghosh@example.com,Nikhil Ghosh,Male,State Board,75.6,CBSE,86.9,Artificial Intelligence and Data Science,7.6,No,No,1,Yes,4,3,Not Placed,Data Analyst,
ojas.iyengar@example.net,Ojas Iyengar,Male,ICSE,99.9,CBSE,48,Information Technology,5.75,No,Yes,4,Yes,4,1,Not Placed,Cloud Engineer,
amol.jha@example.com,Amol Jha,Male,State Board,75,WBCHSE,61.7,Artificial Intelligence and Data Science,7.92,No,No,1,No,5,2,Not Placed,Data Analyst,
vinayreddy@example.com,Vinay Reddy,Male,CBSE,79.6,ISE,74.2,Artificial Intelligence and Data Science,8.37,No,No,0,Yes,2,3,Placed,Data Analyst,
sameer.i580@example.net,Sameer Iyengar,Male,State Board,91.1,ISE,85.1,Artificial Intelligence And Machine Learning,9.56,No,No,0,Yes,1,3,Placed,AI Engineer,
jairao@example.com,Jai Rao,Male,ICSE,86.4,ISE,87.2,Artificial Intelligence and Data Science,9.35,No,Yes,0,No,3,3,Placed,Business Analyst,
gaurithomas@example.org,Gauri Thomas,Female,WBBSE,70.4,Other state Board,93,Artificial Intelligence And Machine Learning,7.45,Yes,Yes,1,Yes,3,2,Not Placed,AI Engineer,
jai.iyer@example.net,Jai Iyer,Male,State Board,86.7,CBSE,74.8,Cyber Security Engineer,8.02,Yes,No,0,Yes,4,2,Placed,Cyber Security Analyst,
arjun@example.org,Arjun Iyer,Male,WBBSE,72.2,CBSE,68,Artificial Intelligence and Data Science,8.2,Yes,Yes,0,Yes,1,2,Placed,Data Analyst,
asha.sood@example.org,Asha Sood,Female,CBSE,75,CBSE,86.4,Artificial Intelligence and  Machine Learning,9.46,Yes,No,0,Yes,5,3,Placed,Data Analyst,
chaitra.yadav@example.org,Chaitra Yadav,Female,CBSE,95,ISE,60.2,Artificial Intelligence and Data Science,8.61,No,Yes,0,No,2,2,Placed,Data Analyst,
sakshi@example.net,Sakshi Mistry,Female,CBSE,88.1,ISE,72.3,Artificial Intelligence and Machine Learning,8.53,No,Yes,0,Yes,2,1,Not Placed,Machine Learning Engineer,
isha.parekh@example.org,Isha Parekh,Female,State Board,94.3,WBCHSE,87,Information Technology,9.3,No,Yes,0,No,4,1,Placed,Cloud Engineer,
arnav_kapoor@example.org,Arnav Kapoor,Male,ICSE,85,ISE,87.2,Artificial Intelligence and Data Science,8.49,No,Yes,0,Yes,4,3,Placed,Business Analyst,
himaniadhikari@example.net,Himani Adhikari,Female,ICSE,82.8,WBCHSE,68,Artificial Intelligence and Data Science,7.5,No,No,1,Yes,1,3,Not Placed,Data Analyst,
sanjay@example.com,Sanjay Rao,Male,ICSE,64,ISE,87.2,Information Technology,9.31,Yes,No,0,Yes,2,2,Placed,Cloud Engineer,
anil.k47@example.com,Anil Khandelwal,Male,ICSE,94,WBCHSE,93.3,Artificial Intelligence and Data Science,9.01,Yes,No,0,No,1,3,Placed,Data Analyst,
karan_khanolkar@example.net,Karan Khanolkar,Male,ICSE,71.8,CBSE,60.3,Information Technology,7.84,No,Yes,1,Yes,5,2,Not Placed,Cloud Engineer,
mira_bajaj@example.com,Mira Bajaj,Female,WBBSE,76,CBSE,77,Computer Science,8.27,Yes,Yes,0,No,3,3,Placed,Software Developer,
arnav_iyer@example.com,Arnav Iyer,Male,CBSE,72.2,ISE,86.8,Computer Science,9.29,No,Yes,0,Yes,5,2,Placed,Cloud Engineer,
uday@example.org,Uday Sundar,Male,CBSE,96.5,Other state Board,87.4,Computer Science,9.02,No,No,0,Yes,5,2,Placed,Software Developer,
adhawan@example.com,Asha Dhawan,Female,State Board,86.9,Other state Board,88.6,Artificial Intelligence and Data Science,9.26,Yes,No,0,No,1,3,Placed,Data Analyst,
vishalsrivastava@example.com,Vishal Srivastava,Male,CBSE,82.4,Other state Board,81.5,Artificial Intelligence and Data Science,7.32,Yes,No,2,No,4,2,Not Placed,Data Analyst,
kiran.aggarwal@example.net,Kiran Aggarwal,Male,CBSE,74.9,Other state Board,81.1,Information Technology,8.84,Yes,Yes,0,Yes,4,3,Placed,Cloud Engineer,
suhanalal@example.com,Suhana Lal,Female,ICSE,75,CBSE,81.6,Artificial Intelligence and Data Science,7.03,No,No,3,Yes,5,1,Not Placed,Data Analyst,
vimla.varma@example.org,Vimla Varma,Female,ICSE,87.4,CBSE,63.9,Information Technology,7.92,Yes,No,1,No,2,3,Not Placed,Cloud Engineer,
tanvi.varma754@example.com,Tanvi Varma,Female,WBBSE,73.9,ISE,72.1,Information Technology,8.11,Yes,Yes,0,Yes,2,2,Placed,Cloud Engineer,
gautam.malhotra393@example.com,Gautam Malhotra,Male,CBSE,82.1,Other state Board,74.7,Artificial Intelligence and Data Science,8.46,Yes,No,0,No,2,4,Placed,Data Analyst,
vedabhattacharya@example.org,Veda Bhattacharya,Female,State Board,70.1,ISE,92.2,Artificial Intelligence and Data Science,9.38,Yes,Yes,0,Yes,2,2,Placed,Business Analyst,
keerti.shah235@example.com,Keerti Shah,Female,CBSE,82.7,WBCHSE,84.5,Information Technology,8.34,Yes,No,0,No,5,3,Placed,Cloud Engineer,
aishaparekh@example.org,Aisha Parekh,Female,State Board,81.9,ISE,65.9,Artificial Intelligence and Data Science,7.15,No,No,2,No,2,2,Not Placed,Data Analyst,
veer.gupta@example.net,Veer Gupta,Male,State Board,88.7,Other state Board,69.8,Artificial Intelligence and  Machine Learning,8.8,Yes,No,0,Yes,5,3,Placed,Data Analyst,
ojas_tripathi@example.org,Ojas Tripathi,Male,WBBSE,93.5,CBSE,94.1,Information Technology,9.3,Yes,Yes,0,Yes,5,4,Placed,Cloud Engineer,
akaur@example.org,Aisha Kaur,Female,State Board,98.9,ISE,67.1,Information Technology,8.95,No,No,0,No,1,2,Placed,Cloud Engineer,
ajay@example.net,Ajay Kapoor,Male,ICSE,77.4,CBSE,88.3,Information Technology,7.44,Yes,Yes,2,Yes,4,3,Not Placed,Cloud Engineer,
tanvi.s525@example.com,Tanvi Sharma,Female,CBSE,94.6,ISE,65.9,Artificial Intelligence And Machine Learning,7.78,No,Yes,1,Yes,3,3,Not Placed,AI Engineer,
lalitraina@example.net,Lalit Raina,Male,CBSE,82.3,WBCHSE,68.2,Information Technology,9.2,Yes,Yes,0,Yes,1,2,Placed,Cloud Engineer,
mohit553@example.net,Mohit Agarwal,Male,CBSE,85.6,ISE,71.5,Artificial Intelligence And Machine Learning,9.1,Yes,No,0,Yes,5,2,Placed,AI Engineer,
simran_madan@example.org,Simran Madan,Female,ICSE,88.2,Other state Board,94.9,Artificial Intelligence and  Machine Learning,7.82,Yes,Yes,1,No,2,1,Not Placed,Data Analyst,
asaxena@example.com,Amol Saxena,Male,CBSE,96.8,Other state Board,63.9,Artificial Intelligence and Data Science,7.29,Yes,Yes,1,Yes,2,1,Not Placed,Data Analyst,
simran@example.org,Simran Sengupta,Female,CBSE,86.7,WBCHSE,91.6,Information Technology,8.84,Yes,No,0,Yes,1,3,Placed,Cloud Engineer,
jasmine_tripathi@example.com,Jasmine Tripathi,Female,State Board,72.6,Other state Board,87.3,Computer Science,7.67,Yes,Yes,1,Yes,4,4,Not Placed,Machine Learning Engineer,
daksha_verma@example.net,Daksha Verma,Female,ICSE,94.7,Other state Board,94,Artificial Intelligence And Machine Learning,7.18,No,Yes,2,Yes,1,1,Not Placed,AI Engineer,
vishal@example.org,Vishal Menon,Male,WBBSE,99.6,ISE,68.1,Cyber Security Engineer,7.57,Yes,No,2,Yes,3,1,Not Placed,Cyber Security Analyst,
ragarwal@example.org,Rachit Agarwal,Male,CBSE,81.4,CBSE,79.2,Artificial Intelligence and Machine Learning,7.15,No,No,1,Yes,5,1,Not Placed,Machine Learning Engineer,
tanvi478@example.org,Tanvi Joshi,Female,ICSE,77.7,Other state Board,91.8,Cyber Security Engineer,8.97,Yes,Yes,0,No,3,2,Placed,Cyber Security Analyst,
mirajha@example.net,Mira Jha,Female,CBSE,80.2,WBCHSE,78,Information Technology,8.57,Yes,No,0,Yes,3,3,Placed,Cloud Engineer,
chandan.parekh@example.net,Chandan Parekh,Male,WBBSE,89.6,ISE,92.3,Artificial Intelligence and Data Science,7.42,No,Yes,2,Yes,2,4,Not Placed,Business Analyst,
schauhan@example.com,Sanjay Chauhan,Male,CBSE,71.4,CBSE,75,Artificial Intelligence and Data Science,9.47,Yes,Yes,0,No,1,2,Placed,Data Analyst,
shanshah@example.com,Shan Shah,Male,State Board,87,WBCHSE,84.4,Artificial Intelligence and Machine Learning,7.25,No,Yes,0,Yes,3,3,Placed,Machine Learning Engineer,
akira.p788@example.com,Akira Pillai,Female,State Board,84.7,CBSE,64.4,Artificial Intelligence And Machine Learning,8.33,Yes,Yes,0,Yes,4,1,Not Placed,AI Engineer,
nakul_verma@example.net,Nakul Verma,Male,CBSE,72,ISE,83.9,Artificial Intelligence and Data Science,9.17,Yes,No,0,Yes,4,2,Placed,Data Analyst,
shiv.t@example.com,Shiv Thakur,Male,State Board,74.8,WBCHSE,78,Artificial Intelligence and  Machine Learning,8.9,Yes,Yes,0,Yes,1,3,Placed,Data Analyst,
saurabh.soni@example.com,Saurabh Soni,Male,ICSE,70,WBCHSE,85.2,Artificial Intelligence and Data Science,8.43,No,No,0,Yes,4,4,Placed,Business Analyst,
swaravijay@example.net,Swara Vijay,Female,CBSE,75.9,CBSE,67.6,Artificial Intelligence and Data Science,8.12,No,Yes,0,Yes,4,2,Placed,Data Analyst,
pari.chopra@example.com,Pari Chopra,Female,CBSE,72.4,CBSE,60.1,Information Technology,7.49,No,No,1,Yes,4,1,Not Placed,Cloud Engineer,
nakul.kulkarni@example.net,Nakul Kulkarni,Male,CBSE,96.2,Other state Board,92,Artificial Intelligence and Machine Learning,9,Yes,No,0,Yes,4,3,Placed,Machine Learning Engineer,
racharya@example.org,Raina Acharya,Female,State Board,93,ISE,94.8,Computer Science,9.48,Yes,No,0,Yes,2,4,Placed,Machine Learning Engineer,
sakshi1@example.net,Sakshi Dalal,Female,ICSE,70,WBCHSE,68.9,Artificial Intelligence and Data Science,8.95,No,No,0,No,2,2,Placed,Business Analyst,
naina_malhotra@example.org,Naina Malhotra,Female,WBBSE,75.6,WBCHSE,69,Artificial Intelligence and Data Science,9,No,Yes,0,Yes,1,3,Not Placed,Business Analyst,
suhail.pillai786@example.net,Suhail Pillai,Male,ICSE,60,Other state Board,72.8,Artificial Intelligence and Data Science,8.85,Yes,No,0,Yes,1,4,Placed,Data Analyst,
nishagautam@example.com,Nisha Gautam,Female,WBBSE,85.3,CBSE,82.7,Cyber Security Engineer,9.37,Yes,No,0,Yes,4,3,Placed,Cyber Security Analyst,
siddharthsaini@example.org,Siddharth Saini,Male,ICSE,89.2,WBCHSE,84.7,Information Technology,8.59,No,No,0,Yes,2,1,Placed,Cloud Engineer,
vineet.bedi@example.com,Vineet Bedi,Male,WBBSE,94.9,CBSE,87.8,Artificial Intelligence And Machine Learning,8.15,Yes,No,0,Yes,3,3,Placed,AI Engineer,
lalitsoni@example.org,Lalit Soni,Male,State Board,87,CBSE,60.9,Artificial Intelligence and Data Science,7.19,Yes,No,2,Yes,1,4,Not Placed,Business Analyst,
maya@example.com,Maya Singh,Female,State Board,98.7,ISE,79.1,Information Technology,9.44,No,No,0,Yes,4,2,Placed,Cloud Engineer,
deeksha.v600@example.net,Deeksha Verma,Female,ICSE,84.6,CBSE,65.6,Information Technology,7.97,No,No,2,Yes,2,3,Not Placed,Cloud Engineer,
advait.r@example.org,Advait Raina,Male,WBBSE,80.4,WBCHSE,74.9,Information Technology,9.12,Yes,Yes,0,Yes,2,3,Placed,Cloud Engineer,
isha.thakur857@example.org,Isha Thakur,Female,ICSE,80.3,Other state Board,65.8,Artificial Intelligence and Machine Learning,7.42,No,No,1,Yes,4,4,Not Placed,Machine Learning Engineer,
priya_bhatt@example.net,Priya Bhatt,Female,ICSE,95.4,Other state Board,78.9,Computer Science,8.46,No,No,0,Yes,1,3,Not Placed,Software Developer,
vineet.n@example.org,Vineet Nath,Male,WBBSE,87.5,WBCHSE,89.5,Artificial Intelligence and Machine Learning,8.47,Yes,Yes,0,Yes,5,2,Placed,Machine Learning Engineer,
nisha.d@example.net,Nisha Desai,Female,CBSE,91.8,WBCHSE,93,Artificial Intelligence and Data Science,8.58,No,No,0,Yes,4,3,Placed,Data Analyst,
tanya_tripathi@example.org,Tanya Tripathi,Female,CBSE,95.4,ISE,83,Artificial Intelligence and Data Science,7.17,Yes,Yes,2,Yes,3,2,Not Placed,Business Analyst,
yamini@example.org,Yamini Khanolkar,Female,WBBSE,96.4,CBSE,87.4,Artificial Intelligence And Machine Learning,8.54,No,No,0,Yes,3,2,Placed,AI Engineer,
ritu_reddy@example.net,Ritu Reddy,Female,ICSE,79.6,WBCHSE,93.1,Computer Science ,8.34,No,Yes,0,Yes,5,3,Placed,Full Stack Developer,
milan.kulkarni@example.com,Milan Kulkarni,Male,State Board,100,CBSE,82.9,Information Technology,9.32,Yes,Yes,0,No,1,2,Not Placed,Cloud Engineer,
gtandon@example.org,Gauri Tandon,Female,ICSE,70.5,WBBSE,80,Artificial Intelligence And Machine Learning,9.1,No,Yes,0,Yes,3,2,Placed,AI Engineer,
ktandon@example.org,Kavya Tandon,Female,CBSE,70,CBSE,64.6,Artificial Intelligence and Data Science,9,Yes,No,0,Yes,5,4,Placed,Data Analyst,
farhan.i@example.net,Farhan Iyengar,Male,CBSE,86.8,ISE,92.2,Artificial Intelligence and Data Science,7.96,Yes,No,1,Yes,5,1,Not Placed,Business Analyst,
amansood@example.net,Aman Sood,Male,CBSE,91.4,ISE,89.3,Artificial Intelligence and Machine Learning,9.48,No,Yes,0,Yes,4,3,Placed,Machine Learning Engineer,
akiradesai@example.com,Akira Desai,Female,ICSE,70.4,CBSE,83.9,Artificial Intelligence And Machine Learning,7.99,No,Yes,1,Yes,3,1,Not Placed,AI Engineer,
sameerlal@example.net,Sameer Lal,Male,State Board,78.6,WBCHSE,61,Artificial Intelligence and Data Science,9.39,Yes,Yes,0,No,2,2,Placed,Data Analyst,
arnavreddy@example.org,Arnav Reddy,Male,CBSE,90.5,Other state Board,78.7,Information Technology,7.62,Yes,Yes,2,Yes,2,2,Not Placed,Cloud Engineer,
surajsundar@example.net,Suraj Sundar,Male,CBSE,91.8,WBCHSE,79.9,Computer Science,7.13,No,No,1,Yes,2,3,Not Placed,Software Developer,
siddharth.kaur989@example.org,Siddharth Kaur,Male,WBBSE,91.9,Other state Board,67.8,Artificial Intelligence and Machine Learning,7.16,No,Yes,2,No,2,2,Not Placed,Machine Learning Engineer,
aria.joshi@example.net,Aria Joshi,Female,WBBSE,74.1,WBCHSE,75.7,Artificial Intelligence and Data Science,8.88,Yes,Yes,0,Yes,2,3,Placed,Data Analyst,
yash.t205@example.com,Yash Tandon,Male,CBSE,96.7,Other state Board,74.7,Cyber Security Engineer,7.09,No,No,1,No,4,1,Not Placed,Cyber Security Analyst,
ritu.soni106@example.net,Ritu Soni,Female,ICSE,81.2,WBCHSE,94.3,Artificial Intelligence and Data Science,8.8,No,No,0,No,1,2,Not Placed,Data Analyst,
suraj.sengupta826@example.com,Suraj Sengupta,Male,ICSE,80.2,CBSE,90.1,Information Technology,7.37,No,No,2,Yes,4,2,Not Placed,Cloud Engineer,
tarun.reddy@example.net,Tarun Reddy,Male,ICSE,99.5,CBSE,61.9,Computer Science ,7.37,Yes,Yes,2,Yes,4,3,Not Placed,Full Stack Developer,
mparekh@example.net,Milan Parekh,Male,WBBSE,83.1,WBCHSE,73.8,Artificial Intelligence and Machine Learning,8.55,No,Yes,0,No,2,2,Placed,Machine Learning Engineer,
kavya.bhat@example.org,Kavya Bhat,Female,ICSE,75.5,CBSE,81.8,Artificial Intelligence and  Machine Learning,9.07,Yes,No,0,Yes,2,4,Placed,Data Analyst,
awalia@example.org,Aria Walia,Female,WBBSE,76.3,WBCHSE,72.8,Artificial Intelligence and Data Science,8.35,No,No,0,No,2,2,Placed,Business Analyst,
shraddha.l@example.net,Shraddha Lal,Female,WBBSE,73,ISE,78.8,Artificial Intelligence and Machine Learning,8.88,Yes,No,0,Yes,4,3,Placed,Machine Learning Engineer,
saurabh553@example.org,Saurabh Roy,Male,CBSE,84.2,CBSE,69.9,Artificial Intelligence and Data Science,8.33,No,Yes,1,Yes,3,2,Not Placed,Data Analyst,
naman.walia276@example.org,Naman Walia,Male,ICSE,90.6,Diploma board - MSBTE,91.5,Artificial Intelligence and Data Science,8.3,Yes,Yes,0,Yes,2,1,Not Placed,Business Analyst,
veda.pillai287@example.org,Veda Pillai,Female,State Board,94.6,WBCHSE,70,Artificial Intelligence and Machine Learning,7.36,No,No,1,Yes,5,3,Not Placed,Machine Learning Engineer,
faiz390@example.org,Faiz Chopra,Male,WBBSE,81.2,CBSE,88,Artificial Intelligence and Data Science,7.9,No,Yes,0,Yes,2,2,Placed,Data Analyst,
aisha.bose@example.org,Aisha Bose,Female,ICSE,83,CBSE,91.3,Artificial Intelligence and Data Science,8.78,Yes,No,0,Yes,3,2,Placed,Business Analyst,
dev.srivastava@example.org,Dev Srivastava,Male,WBBSE,92.3,WBCHSE,85,Artificial Intelligence and Data Science,8.54,Yes,Yes,0,Yes,3,3,Placed,Data Analyst,
vimla_acharya@example.com,Vimla Acharya,Female,WBBSE,96.6,WBCHSE,91.8,Artificial Intelligence and  Machine Learning,7.52,No,No,1,Yes,2,4,Not Placed,Data Analyst,
pari.mohan@example.org,Pari Mohan,Female,State Board,71.3,CBSE,83,Cyber Security Engineer,9.21,No,Yes,0,Yes,1,3,Placed,Cyber Security Analyst,
nisha.aggarwal@example.org,Nisha Aggarwal,Female,WBBSE,79,WBCHSE,92,Artificial Intelligence and Data Science,7.34,Yes,Yes,2,Yes,3,2,Not Placed,Data Analyst,
sanya.r@example.com,Sanya Rai,Female,State Board,74,ISE,60.9,Computer Science ,8.89,Yes,No,0,Yes,5,3,Placed,Full Stack Developer,
anilsaxena@example.com,Anil Saxena,Male,State Board,95.2,WBCHSE,59.83,Information Technology,9.2,No,Yes,0,Yes,3,1,Not Placed,Cloud Engineer,
ishita@example.net,Ishita Parekh,Female,ICSE,32,CBSE,87.9,Artificial Intelligence and Data Science,8.34,No,Yes,0,Yes,5,2,Placed,Data Analyst,
pavan.s565@example.org,Pavan Sood,Male,WBBSE,96.1,ISE,62.3,Artificial Intelligence and  Machine Learning,8.94,Yes,No,0,Yes,5,3,Placed,Data Analyst,
kiran.g@example.org,Kiran Gopal,Male,CBSE,97.5,Other state Board,73.1,Artificial Intelligence and Data Science,7.24,No,Yes,2,Yes,1,4,Not Placed,Data Analyst,
diya_khan@example.com,Diya Khan,Female,ICSE,89.9,ISE,76,Artificial Intelligence and Data Science,9.11,Yes,Yes,0,Yes,5,3,Placed,Data Analyst,
suhana.kohli198@example.com,Suhana Kohli,Female,WBBSE,90.2,Other state Board,91.7,Artificial Intelligence and Machine Learning,7.87,Yes,No,1,Yes,2,2,Not Placed,Machine Learning Engineer,
sdutta@example.net,Sonia Dutta,Female,CBSE,85.4,ISE,83,Artificial Intelligence And Machine Learning,7.49,No,Yes,1,No,3,4,Not Placed,AI Engineer,
rohan.saini@example.com,Rohan Saini,Male,CBSE,92.1,CBSE,93.1,Artificial Intelligence and Data Science,8.11,Yes,Yes,0,No,1,1,Not Placed,Business Analyst,
kmenon@example.net,Kriti Menon,Female,CBSE,74.7,WBCHSE,88,Artificial Intelligence and Data Science,7.9,Yes,No,1,No,1,2,Not Placed,Business Analyst,
asha.reddy@example.org,Asha Reddy,Female,State Board,47,Other state Board,88,Artificial Intelligence and Data Science,8.49,No,No,0,No,1,4,Placed,Data Analyst,
shiv_khanolkar@example.com,Shiv Khanolkar,Male,State Board,93.4,WBCHSE,60.3,Computer Science,9.29,Yes,Yes,0,Yes,1,3,Placed,Software Developer,
vikas@example.org,Vikas Bhat,Male,ICSE,97.5,WBCHSE,87,Computer Science ,8.2,Yes,No,0,Yes,5,2,Placed,Full Stack Developer,
mirasinha@example.org,Mira Sinha,Female,State Board,91,Other state Board,93.1,Artificial Intelligence and Machine Learning,8.36,No,No,0,Yes,5,2,Placed,Machine Learning Engineer,
arnav.g@example.net,Arnav Gupta,Male,ICSE,74.3,ISE,80.8,Artificial Intelligence and Data Science,8.26,Yes,No,0,No,2,1,Not Placed,Data Analyst,
sana.chandra@example.net,Sana Chandra,Female,ICSE,99.8,Other state Board,62.2,Artificial Intelligence and Data Science,8.2,No,Yes,0,Yes,1,3,Placed,Business Analyst,
ishaiyengar@example.org,Isha Iyengar,Female,State Board,70.7,CBSE,79,Information Technology,7.96,Yes,Yes,1,Yes,1,2,Not Placed,Cloud Engineer,
sahana.acharya796@example.net,Sahana Acharya,Female,State Board,95.4,Other state Board,83.4,Cyber Security Engineer,7.4,No,No,1,Yes,5,2,Not Placed,Cyber Security Analyst,
lakshya.z@example.net,Lakshya Zade,Male,State Board,88.4,ISE,79.9,Artificial Intelligence and Data Science,8.41,Yes,No,0,Yes,4,4,Placed,Data Analyst,
milan626@example.net,Milan Shah,Male,WBBSE,89.5,Other state Board,80.5,Artificial Intelligence and Data Science,9.28,No,No,0,Yes,2,3,Placed,Data Analyst,
arjun_murthy@example.net,Arjun Murthy,Male,WBBSE,72.2,WBCHSE,72.9,Cyber Security Engineer,8.18,Yes,Yes,0,Yes,3,3,Placed,Cyber Security Analyst,
anikamalhotra@example.com,Anika Malhotra,Female,State Board,87.5,ISE,85.5,Artificial Intelligence and Data Science,8.18,Yes,No,0,No,2,3,Placed,Data Analyst,
chaitra.a@example.net,Chaitra Agarwal,Female,ICSE,75.2,WBCHSE,91.4,Artificial Intelligence and  Machine Learning,8.41,Yes,No,0,Yes,1,2,Placed,Data Analyst,
neha.saxena@example.net,Neha Saxena,Female,CBSE,87.4,Other state Board,94.7,Artificial Intelligence and Machine Learning,8.52,Yes,No,0,No,4,1,Not Placed,Machine Learning Engineer,
himani.gopal@example.net,Himani Gopal,Female,State Board,98.3,Other state Board,80.7,Information Technology,7.69,No,Yes,1,No,4,3,Not Placed,Cloud Engineer,
diya.rao605@example.net,Diya Rao,Female,WBBSE,85.2,Other state Board,81.3,Information Technology,7.15,No,Yes,2,No,3,2,Not Placed,Cloud Engineer,
tanya.m@example.com,Tanya Mishra,Female,CBSE,86.6,ISE,62.8,Artificial Intelligence and Machine Learning,7.55,No,Yes,1,Yes,5,2,Not Placed,Machine Learning Engineer,
slal@example.com,Sanya Lal,Female,WBBSE,94.1,WBCHSE,79.4,Artificial Intelligence and Data Science,9.34,No,No,0,No,2,3,Placed,Data Analyst,
chandan584@example.org,Chandan Shah,Male,WBBSE,79.4,Other state Board,81.7,Information Technology,8.08,Yes,Yes,0,No,2,2,Not Placed,Cloud Engineer,
mira.k718@example.org,Mira Khan,Female,ICSE,95.1,Other state Board,90.5,Artificial Intelligence and Data Science,9.21,No,No,0,No,1,3,Placed,Data Analyst,
gautam@example.com,Gautam Ghosh,Male,CBSE,72,WBCHSE,87.4,Information Technology,7.67,No,No,1,No,2,2,Not Placed,Cloud Engineer,
rohan.d620@example.org,Rohan Dhawan,Male,State Board,84.5,Other state Board,80.6,Artificial Intelligence and Data Science,7.35,Yes,No,2,Yes,3,4,Not Placed,Business Analyst,
aishajain@example.net,Aisha Jain,Female,CBSE,75.7,WBCHSE,91.9,Computer Science,7.14,Yes,Yes,2,No,2,1,Not Placed,Software Developer,
ritu.chaudhary277@example.net,Ritu Chaudhary,Female,CBSE,91.7,Other state Board,89.8,Cyber Security Engineer,8.45,Yes,Yes,0,Yes,4,3,Placed,Cyber Security Analyst,
akira.m@example.org,Akira Menon,Female,CBSE,82.8,CBSE,74.7,Artificial Intelligence and Data Science,8.82,Yes,Yes,0,Yes,4,2,Placed,Data Analyst,
yaminireddy@example.net,Yamini Reddy,Female,ICSE,80.2,CBSE,82.1,Artificial Intelligence and  Machine Learning,8.88,Yes,Yes,0,Yes,2,4,Placed,Data Analyst,
trisha.banerjee@example.org,Trisha Banerjee,Female,ICSE,92.7,Other state Board,86.1,Computer Science ,9.23,No,No,0,No,3,2,Placed,Full Stack Developer,
karan_shetty@example.com,Karan Shetty,Male,State Board,82.9,Other state Board,63.6,Computer Science ,9.02,Yes,Yes,0,Yes,1,3,Placed,Full Stack Developer,
karan_varma@example.net,Karan Varma,Male,CBSE,85.7,Other state Board,87.3,Artificial Intelligence and Data Science,7.23,Yes,Yes,2,No,4,1,Not Placed,Business Analyst,
madhav.bajaj@example.org,Madhav Bajaj,Male,State Board,87.5,CBSE,94,Computer Science,8.21,No,Yes,0,Yes,1,2,Placed,Software Developer,
farhan.shetty@example.net,Farhan Shetty,Male,WBBSE,95.6,ISE,84.6,Artificial Intelligence and Data Science,9.12,No,Yes,0,Yes,3,2,Placed,Business Analyst,
tyagi_agarwal@example.org,Tyagi Agarwal,Male,CBSE,77.6,Other state Board,91.5,Artificial Intelligence and Machine Learning,9.21,Yes,Yes,0,Yes,4,3,Placed,Machine Learning Engineer,
aman@example.org,Aman Mohan,Male,CBSE,79.7,Other state Board,75.9,Artificial Intelligence and Machine Learning,7.6,No,No,2,Yes,3,2,Not Placed,Machine Learning Engineer,
sana.yadav@example.org,Sana Yadav,Female,WBBSE,82,ISE,77.4,Information Technology,8.22,No,No,2,Yes,4,4,Not Placed,Cloud Engineer,
rkhanolkar@example.net,Rachit Khanolkar,Male,ICSE,70.7,CBSE,91.4,Information Technology,8.92,Yes,Yes,1,Yes,4,3,Not Placed,Cloud Engineer,
nisha.khan@example.com,Nisha Khan,Female,CBSE,77.3,CBSE,79.8,Cyber Security Engineer,8.1,No,No,0,Yes,2,2,Placed,Cyber Security Analyst,
smalhotra@example.net,Shraddha Malhotra,Female,CBSE,81,ISE,71.8,Artificial Intelligence and Data Science,7.46,No,No,1,No,2,2,Not Placed,Data Analyst,
mayajain@example.com,Maya Jain,Female,ICSE,82.9,Other state Board,74.8,Computer Science ,9.04,Yes,No,0,No,3,2,Placed,Full Stack Developer,
naman_khan@example.net,Naman Khan,Male,WBBSE,76.2,Other state Board,70.9,Information Technology,8.95,No,Yes,0,Yes,2,2,Not Placed,Cloud Engineer,
ishaan_chatterjee@example.org,Ishaan Chatterjee,Male,State Board,83.6,Other state Board,62.5,Artificial Intelligence and Data Science,9.16,Yes,Yes,0,Yes,2,3,Placed,Data Analyst,
neha.p@example.org,Neha Pillai,Female,ICSE,78.7,ISE,86.9,Artificial Intelligence and Data Science,8.23,No,Yes,0,Yes,3,4,Placed,Data Analyst,
